科目,名稱,關鍵詞一,關鍵詞二,關鍵詞三,摘要
數學科,坐標平面上△尤拉線的操弄探討,尤拉線,圓錐曲線,多邊形分割點,本文先針對直線L和三定點A、B(線外)、P(線上)，探討△ABP的尤拉線平行𝐴𝐵⃡     的公式，透過函數凹性判定和對函數最小值𝑁和3的比較，提供是否有解的依據，並找到了漂亮的判斷公式4𝑎𝑏 ℎ2。接著在確定尤拉線平行𝐴𝑃⃡     、𝐵𝑃⃡     的存在性及解的公式後，發現最多有三解。 對於前文的P點，作者利用先前發現的一系列定理，設計了能以尺規作圖達成△ABP的尤拉線平行𝐴𝐵⃡     、𝐴𝑃⃡     、𝐵𝑃⃡     的兩條直線，當在那兩條線上分別取A點和B點之後，可用尺規作圖找到P點，甚是有趣。 針對首段P點，兩平行線，尤拉線和△各邊，交角可作為0°，作者推廣至△ABP的尤拉線與𝐴𝐵達成交角為指定角的方法。 在探討藉多邊形各邊與分割點連接的子△中，作者發現任意三角形不存在能使各子△尤拉線平行原多邊形與其共用邊的分割點P；但四邊形、五邊形可能存在符合此條件的分割點P，且能利用前文定理創造出這樣的多邊形。 
數學科,婆羅摩笈多定理推廣至圓錐曲線內接多邊形中之探討 ,婆羅摩笈多定理,圓錐曲線內接四邊形,拋物線作圖,圓內接四邊形有一個幾何定理：若圓內接四邊形的兩對角線相互垂直，則連接對角線交點與一邊垂足點的連線過對邊的中點，稱為婆羅摩笈多定理。     我們嘗試將圓內接四邊形推廣至圓內接多邊形的情形，定義其多邊形中若滿足對邊建構原則：「連接兩垂直對角線交點與一邊垂足點的連線過對邊的中點，同時連接同一邊中點的連線垂直於對邊」，則稱此多邊形為婆羅摩笈多多邊形，簡稱B−多邊形。另外定義在圓內接多邊形中，兩相互不垂直的對角線交點若滿足對邊建構原則，則稱為特定多邊形。     本作品中，深入探討婆羅摩笈多定理推廣至圓錐曲線內接四邊形的情形，先推導出圓錐曲線內接正方形的建構條件，顯然此正方形必為B−正方形，此曲線包含七種。接著利用直徑性質推導出拋物線內接四邊形作圖，進而推導出圓錐曲線內接四邊形的二種建構條件，此曲線包含十一種。 
數學科,網路時代的訊息傳播結構研究,訊息傳遞,共同朋友,傳遞範圍,本研究的目的在於探討在社群網路發達時代中，資訊的傳播範圍之可能性。我們將的智慧上網裝置視為節點，以圖論方式分析節點到另一個節點的訊息傳遞模式。我們研究在傳遞訊息對象人數不同時，及在不同共同朋友數量的網路圖中找出其傳播範圍的關係式。最後我們找到不同結點數與傳遞次數、發源點之關係式，並進行一般化論證。並提出定理以供探討不同節點訊息傳遞時，其網路傳播範圍之關係，應用於社群網路分析參考。 
化學科,合成二維錫鈣鈦礦晶體用於提升太陽能電池效率,錫鈣鈦礦,二維結構,光電轉換效率,鈣鈦礦太陽能電池有易製造、質量輕且可撓曲等優點，是極具發展潛力之光電材料。本計畫以優化鈣鈦礦太陽能電池之吸光層為研究主軸，使用錫元素汰換電池中有毒的鉛元素，並以DMF/DMSO=4/1、轉速3000 rpm進行旋轉塗佈以製成晶體薄膜。為了改善晶體能隙，我們使用間隔物改變晶體排列方式，並摻雜銫離子改善材料之吸光性質。本研究發現當間隔物的比例越多，晶體較傾向水平排列且穩定性會提高，且以苯乙銨離子為佳；在間隔物為丁胺離子，若摻雜銫離子則可降低晶體之吸光能隙。目前我們已成功採用60%丁胺離子(間隔物)，並添加20%銫離子合成出錫鈣鈦礦晶體，組裝成電池之光電轉換效率約為8.8×10-3 %，後續將持續改變晶體組成，以提升錫鈣鈦礦太陽能電池之光電轉換效率。
化學科,探討鉑錫合金微結構對直接乙醇燃料電池陽極催化反應之影響,直接乙醇燃料電池,鉑錫合金觸媒,內核—外殼型奈米粒子,現代各國重視環保，醇類燃料電池因此崛起，而其中最為安全的乙醇燃料電池使用之Pt金屬觸媒容易受中間產物毒化降低穩定性，因此Pt與其他金屬形成合金觸媒之相關課題具極高的研究價值。 本研究主要針對鉑錫合金觸媒的結構進行探討，選用內核—外殼型奈米鉑錫合金粒子與無特定結構結合（Random-Alloy）之鉑錫合金進行比較，經由電化學圖表分析後，得到油相法合成內核—外殼型鉑錫金屬觸媒的標準流程。經過乙醇氧化反應的循環伏安法及其他分析測量方法比較後，發現本研究製成之內核—外殼鉑錫金屬觸媒，可以有效使乙醇在較低電位開始反應、提升乙醇氧化之反應活性及維持較長時間的穩定度，可應用於乙醇燃料電池之陽極。 
化學科,從天然物抓取微量抗癌藥物的工具之研究,有機化學,合成,分子工具,本研究嘗試設計並合成出一具有特定結構之分子工具，期望利用化學反應的方式，以化合物結構的性質，與分子工具進行特定的反應，達到精準將目標具特定結構之少量化合物從巨量物質中分離的效果。  以苯環為基本結構，我們在反應中逐步加上我們所要的分子基團，以達成分子工具預期中的功能。在每一步的反應進行分離和純化之後，以NMR來觀察產物的結構與純度。以四步反應成功合成目標的分子工具後，我們以不同的方式測試其在葉片萃取液中大量化合物下的效果，證實分子工具能跟其中的特定成分產生反應，並被氟相溶劑分離出來，具有我們想要的部分功能。  在進行其他更進一步的測試之後，其可能可以成為一種新的方法，用於分離天然物中的一些目標化合物。
化學科,電沉積鈷基合金作為全水分解的雙功能電催化劑,電催化,制氫,電沉積,人們對能源的大量需求，導致全球暖化與資源耗盡。本研究開發出新型水電解觸媒，以提升水裂解時產氫與產氧的效能。目前市面上所用的金屬觸媒如鉑、鈀，數量稀少且價格高昂，造成氫能發展受到限制。因此選用價格相對便宜的鈷作為核心製作水電解觸媒，比較單金屬與雙金屬觸媒的效能差異，以尋求效能最佳的觸媒。接著，針對各樣本進行多項分析，包括線掃描伏安法、X射線繞射儀掃描鑑定、穿隧式電子顯微鏡等。使用電鍍法則是因為其過程簡便快速，且能有效合成穩定、均勻的結構與表面型態，具大量生產、商業化的潛力。由結果可知，鈷鉬合金觸媒活性表現最佳，行析氧反應(OER)時，有相當低的過電位(η = 290 mV@10 mA cm-2)及塔弗斜率(61.1 mV/dec)；行析氫反應(HER)時，其過電位(η = 56.8 mV@10 mA cm-2)和塔弗斜率(93.6 mV/dec)亦有良好表現。期望未來能將研究成果應用於綠色能源與工業中，解決現今面臨的能源危機。 
化學科,新式綠色溶劑運用於鋰離子電池回收 ,共深熔溶劑,Panasonic 18650,鈷鎳回收,"本研究以回收目前於電動汽機車及儲能設備中使用量最大的  Panasonic 18650  三元鋰離子電池為主軸，開發以三混深共熔溶劑(TDESs)將電池中的鈷、鎳回收之方法。    TDESs的合成，四級銨鹽選擇文獻中常用的氯化膽鹼，配對各種氫鍵予體(HBD)後，使 用針對鋰鎳鈷鋁氧化物(LiNi 0.8Co0.15Al 0.05 O2 ,LNCA)溶解度最高的 TDESs 組成作為探討主軸。 接著以循環伏安法(CV)分別量測 TDESs與LNCA及電池電解質溶於TDESs之電位窗及還原峰電位。並採用二極式電鍍還原鈷、鎳後，以掃描式電子顯微鏡(SEM)及能量分散光譜儀(EDS)分析鍍層表面的形貌及成分。最後以無電電鍍法還原出貴金屬。    結果顯示，溶入電池電解質之 TDESs溶液，在溫度373.15K，外加電壓4V、5V、6V的 條件下可單獨還原出鈷金屬，且在無電電鍍的實驗中觀察到，在室溫下靜置 2 小時後，可將 鈷、鎳還原。 "
化學科,以奈米錫奈米銦增益小分子團水製備及促進藥物傳輸效能探討 ,小分子團水,奈米錫,奈米銦,小分子團水(water cluster)的製備及應用一直是科學界的挑戰。本實驗利用熱蒸鍍法，加熱金屬塊材成原子蒸氣，在氬氣環境配合液態氮溫度下冷凝收集，成功製備了平均粒徑10nm金、20nm銀、54nm銦、71nm錫、14nm鎳奈米顆粒。將定量的奈米顆粒滲入去離子水中，以超聲波分散顆粒團聚，再以波長530奈米的綠光照射，讀取拉曼散射譜圖，判定來自小分子團水的振盪強度，探討5種奈米顆粒對形成小分子團水的功效。我們驚訝的發現奈米銦藉表面電漿共振(surface plasma resonance)及表面電子氧化還原功效，弱化水分子團簇成大分子團的功效為奈米金的16倍，奈米錫為12倍，也均高效於奈米銀及奈米鎳。以奈米銦及奈米錫增益小分子團水後，對將癌細胞藥物、養分帶入細胞的功效明顯提升。
化學科,以氮化鎵負載之ZSM-5觸媒行甲烷轉化為芳香烴之研究 ,甲烷,氮化鎵,ZSM-5,本研究以沸石觸媒進行甲烷轉化之研究。以水熱法合成的ZSM-5為擔體，藉含浸法合成GaOX/ZSM-5與藉裂解硝酸鎵/三聚氰胺/ZSM-5的混合物合成GaN/ZSM-5。研究發現，這三種觸媒都具有MFI的特徵結晶訊號，且GaOX或GaN都能均勻的分散在ZSM-5內。然負載上GaOX或GaN的ZSM-5酸性基點會被置換，導致酸度降低。於700 oC下甲烷轉化的測試中發現，ZSM-5幾乎無活性，而GaOX/ZSM-5略低於GaN/ZSM-5呈現的轉化率。產物分布上，GaOX/ZSM-5產生大量的積碳；GaN/ZSM-5除了有部分的苯與甲苯外，最多的產物便是乙腈與氰化氫與。乙腈與氰化氫的產生意味著GaN具有活化甲烷的能力。本研究為甲烷轉化提供了一條新的途徑。
化學科,流體與磁場之研究,鐵磁流體,磁場,似泰勒錐,鐵磁流體是一種新型的功能材料，同時具有液體的流動性和固體磁性材料的磁性，由微奈米磁性顆粒、界面活性劑以及載液混合形成的膠體液體。本報告探討製備鐵磁流體的方式及過程，比較各種不同鐵磁流體製備方法的優缺點。並在化學共沉法中改變滴入氨水的稀釋pH 值與其速率，建立一套標準稀釋氨水pH 值量表，並探討其對產率的影響。外加磁場也為操縱鐵磁流體的重要因素之一，本研究使用低成本自製磁力測量裝置測量不同磁鐵及不同角度、位置的磁力大小，並用其測量數值繪製多張圖表進行分析。從對磁場研究的過程也發現鐵磁流體在受磁鐵吸引時會產生類似泰勒錐之錐體，架設自製觀測設備，觀察多種變因對錐體行為之影響，同時對錐體進行數據分析。此點乃為本研究提出創新科學設計
化學科,五苯荑衍生物的多重螢光響應行為,刺激響應,五苯荑衍生物,螢光,本研究探討兩種五苯荑氟鏈取代衍生物(簡稱F5及F9)的刺激響應之特性及應用。F5及F9化合物粉末受到外力研磨以及蒸氣薰致時會產生力致螢光變色(Mechanochromism)及薰致螢光變色(Vapochromism)反應，我們選擇使用F5，利用放光光譜及PXRD對這兩種反應的機制進行探討。 再者，我們利用揮發法把F5及F9粉末製成晶體，以螢光顯微鏡照射340–390nm的紫外光，觀察F5及F9晶體的光致機械螢光變色(Photomechanofluorochromism)及F9晶體的光機械運動(Photomechanical effect)，並利用放光光譜對其機制進行研究。 另外，我們將F5粉末長時間照射紫外光製備光二聚體(Photodimer)，接著透過加熱使光二聚體熱回復回單體。再利用NMR測得各加熱時間下光二聚體與單體的比例，並由此推算出光二聚體熱回復性的反應速率常數。 此外，我們將F5混摻PEDOT:PSS，用drop-casting製成薄膜，觀察螢光變化，並討論機制。 
化學科,以分子動力學模擬探討有機分子影響胰島類澱粉蛋白(IAPP)的聚集行為 ,分子模擬,胰島類澱粉蛋白,有機分子,近年來的研究指出：第二型糖尿病病徵與胰島類澱粉蛋白(islet amyloid polypeptide，簡稱IAPP)之聚集有關。如欲探討IAPP聚集機制以治療病症，需經多樣、多元的實驗條件進行試驗，這無疑是件耗時、耗費資源的大工程！本研究是以電腦軟體進行理論計算分析，採用分子動力學模擬系統，探討不同種類或官能基的有機分子對於IAPP作用之影響，再進一步觀察分子動態、統計系統能量，歸納出分子間的交互作用，釐清可能影響實驗結果的重要變因，期能達到提昇實驗設計、減少耗材浪費的綠色化學願景。本研究結果發現：在純水或稀薄食鹽水中，IAPP構形皆傾向摺疊結構；且具較高極性基團或易產生立障效應的有機分子會拉伸IAPP結構，使其分子間相互靠近聚集，形成β-sheet纖維；具較低極性基團的有機分子，易進入IAPP turn內，破壞引發聚集現象的疏水核心，進而抑制IAPP分子的積聚。
化學科,超越極限的鋰離子二次電池 ,鋰電池正極材料,電容量,循環壽命,本科展在於改良鋰電池正極材料LiNi0.8Co0.2O2的物理性質及電化學性質。一般商業化的粉體材料，通常經由傳統的固態混合法，將Ni0.8Co0.2(OH)2與Li2CO3混合燒結而產生的材料粉體，此粉體呈現不規則的粒子形態及表面結晶顆粒不均。一般來説，不規則粒子內部有嚴重的結塊與橋構，這現象導致粉體有很多空隙及流動性不佳。此外，球狀粉體比不規則狀粉體容易覆膜均勻。因此球狀結構將變成一個改善材料粉體LiNi0.8Co0.2O2的期望方法，本科展利用共沉澱法製備球狀先驅物Ni0.8Co0.2(OH)2，然後再比較傳統的固態混合法，與本科展設計的溶液分散法及共沉析出法，三種不同方法所製備出來的粉體材料的優劣性，經過實驗證實，共沉析出法所製備出來的材料粉體，有最好的電容量與大電流放電能力及循環壽命，是個良好的改善材料的方法；反觀溶液分散法，不但材料沒有改善，反而造成更多的缺陷。 
動物學科,探討果蠅腦部神經突導向的基因調控 ,果蠅,神經突,基因調控,本研究利用RNA干擾與基因過度表現兩種方法，觀察基因表現對果蠅蕈狀體神經突導向的影響。我們以RNA干擾方式降低基因表現，標定dally、octβ2r、sifr與frazzled基因；而基因過度表現則選定frazzled基因。利用果蠅GAL4UAS系統使神經細胞表現的綠色螢光蛋白，觀察神經突導向情形。由干擾果蠅腦部蕈狀體PPL1-α′2α2神經細胞上述基因，觀察到dally、octβ2r基因在降低表現後，此細胞分別呈現失去神經支配與異常神經支配。sifr基因在兩種不同RNA干擾序列下，表現出不同之結果，一是和wild type的神經突型態相似、另一則是失去神經支配。frazzled基因干擾後，細胞在蕈狀體α2區失去神經支配。frazzled基因在過度表現下，神經突和wild type相比，出現異常導向。綜言之，由我們研究發現透過操控基因表現，果蠅腦部神經突會產生異常的導向與神經支配，顯示果蠅腦部神經系統在分化或發育上，基因扮演極為重要的角色。 
動物學科,探討粒線體對果蠅卵巢生殖幹細胞維持的影響,生殖幹細胞,粒線體,脂肪酸代謝,"幹細胞會進行不對稱分裂以維持組織恆定，一個子細胞分化為有特定功能的細胞，而另一個則維持其細胞潛能。粒線體能進行分裂和融合並維持動平衡。現今的研究已經了解，誘導型多能幹細胞(iPSC)的粒線體動平衡變化會促使其直接分化 (Seo BJ, et al., 2018)。然而，果蠅卵巢生殖幹細胞(GSC)內粒線體動平衡與幹細胞分化的關聯仍不清楚。本研究利用容易辨認的果蠅卵巢生殖幹細胞來探討這個問題，並使用Gal4-UAS系統與RNAi操縱粒線體動平衡，並發現粒線體融合蛋白被抑制會導致油滴堆積及幹細胞損失。另外，使用左旋肉鹼(L-carnatine)增進脂肪酸代謝，發現增進代謝會導致油滴減少及幹細胞回復。本研究著重於探討粒線體動平衡對GSC維持與脂肪酸代謝的影響，並對粒線體脂肪酸代謝與幹細胞分化的潛在關係提出觀點與佐證，盼未來能有更進一步的研究與醫療方面的應用。 "
動物學科,高基氏體如何在細胞中偏安一隅?,高基氏體,中心體,微管, 高基氏體為細胞內重要的胞器，可加工修飾蛋白質並運輸胞囊。我們利用螢光染色法觀察三種不同物種的細胞，高基氏體顯著地聚集在細胞一側。細胞分裂時如何平均分配高基氏體給子細胞？實驗利用基因重組轉殖螢光蛋白標記中心體、微管、內質網、粒線體，發現只有中心體與其延伸的微管會與高基氏體顯著地聚集在同一側，而破壞掉中心體延伸出的微管會使高基氏體無法聚集，由此可推測細胞利用中心體延伸的微管來聚集高基氏體。我們還發現細胞分裂時，高基氏體會先分散到細胞質各處，細胞分裂後再聚集到中心體周遭。在拍攝活細胞細胞分裂的實驗中，顯示中心體會藉由微管聚集高基氏體，以重新排列微管的方式來牽動平均分配高基氏體至兩側。本實驗確認高基氏體的位置與微管、中心體移動有高度相關。高基氏體移動並聚集一側有助於建立細胞極性，這與物質運送分泌、細胞爬行皆有關聯。 
動物學科,如「膠」似「漆」-台灣淡水渦蟲黏液黏性及誘導抗菌分析,黏液,黏性分析,誘導抗菌,渦蟲黏液仿生應用評估，首先評估渦蟲黏液仿生材料黏著劑可行性，結果發現搖晃刺激能提高渦蟲黏液運動黏度 (5.17 mm2/s) 及承受正向應力程度 (3.25 ± 0.74 kPa)。不同收集渦蟲黏液方法，利用蛋白質電泳並以過碘酸硝酸銀染色法分析，皆可發現245 kDa醣蛋白，推測為黏液中黏性蛋白，未來將以LC-MS分析渦蟲黏液中245 kDa醣蛋白種類並推測其功能。第二部分為渦蟲黏液誘導抗菌分析，實驗發現爬行組、搖晃組及受傷組渦蟲黏液不會產生抑菌環，進一步將渦蟲置於大量環境細菌D (Staphylococcus haemolyticus) 中，一天後渦蟲自體分泌具有抗菌能力的黏液。最後進行渦蟲黏液細菌分析，發現黏液細菌編號M030 (Stenotrophomonas maltophilia) 能對環境細菌H (Staphylococcus haemolyticus) 產生抗菌能力，未來將使用API ZYM分析黏液細菌分泌酵素，與渦蟲黏液分泌酵素比較已推測其與渦蟲交互關係。 
動物學科,利用SLC13A3基因於果蠅體內建構代謝疾病模型 ,果蠅,SLC13A3,代謝,"隨著慢性代謝疾病日益普及，藥物的研發及測藥用的生物模型也越來越被重視，因此我們欲建立一個模擬代謝疾病的生物模型，以供藥物測試對象。有研究發現，當果蠅身上發生I'm not dead yet (Indy)基因突變時，會使果蠅在高熱量飲食狀態下延長壽命、降低體重增長，且影響果蠅體內脂質的代謝功能，目前認為這些現象與養分運輸進入細胞的減少有相關。本實驗中我們將存在於人類身上且為Indy基因的哺乳類同源基因Solute carrier family 13, member 3 (SLC13A3)轉殖入果蠅體內，並分別在全身、頭部脂肪體、腹部脂肪體及神經細胞中過度表達後，觀察果蠅的生長與代謝變化。實驗結果發現SLC13A3基因於果蠅的頭部脂肪體及神經細胞表達確實會出現與代謝疾病患者類似的生理現象，如壽命縮短、體重及三酸甘油脂增加等，且此作用機制與AMPK 訊息傳遞路徑相關。因此我們認為SLC13A3基因於果蠅體內過量表達適合做為代謝疾病的生物模型，對於往後藥物開發極具潛力。"
動物學科,建立線蚓RNAi實驗模式並探究Hedgehog基因對其生長與再生之功能,線蚓,Hedgehog,再生,線蚓與蚯蚓同屬於環節動物門，具有很強的再生能力。Hedgehog(Hh)基因在兩側對稱動物中對體節發育有重要的調控作用，而先前研究中已發現線蚓體內的Hh基因序列，所以本研究希望利用調控線蚓體內Hh基因的表現，探討Hh基因在環節動物生長與再生中的功能。  本實驗首次嘗試將RNAi技術應用在線蚓上。將線蚓浸泡在含有Enc-Hh的dsRNA溶液中以操作RNAi。利用免疫螢光染色法發現Hh基因受到抑制後，線蚓新生體節神經的連接不完整，顯示Hh基因與神經發育有相關性。由於線蚓快速的再生速度、飼養容易、構造簡單及身體透明且方便染色觀察，透過線蚓RNAi技術的建立，除了能進一步探討Hh基因功能外，也希望提供再生研究時的另一種選擇方式。 
動物學科,探討中型金蛛與長圓金蛛隱帶功能之研究,隱帶,振動幅度,仿生,本次研究主要探討中型及長圓金蛛蛛網隱帶的結構不同，所造成的振動模式差異。蜘蛛網面的結構會直接影響到蛛網結構的振動方式，以及能量散布的情形。為了了解蜘蛛網有無隱帶結構對於獵物衝擊網面的影響，使用釣魚線及蠶絲進行模擬蛛網。實驗結果顯示，不論長圓或是中型金蛛其隱帶的長度與體長成正相關。金蛛隱帶的長度與環境溫度、照度和風速的相關性不高。而在複式顯微鏡下發現金蛛隱帶的構造有疏密之分。仿生金蛛網不論是何種類型隱帶，皆無法減少受模擬風吹吹拂網面的振幅，僅有蠶絲密十字型隱帶能夠有效減少受模擬獵物撞擊網面的振幅。此外，蠶絲仿生網的振動幅度較釣魚線小，穩固性較佳。
植物學科,探討毛氈苔黏液的抑制能力與啟動腺毛彎曲的誘發物質,毛氈苔,酵母菌,腺毛,從試驗中得知毛氈苔可以消化分解酵母菌，同時發現不同品種的毛氈苔會有不同的捕食行為：圓葉毛氈苔的外腺毛彎曲將酵母菌移入葉片中心並進行消化；寬葉毛氈苔在彎曲過程中會做一次折返。毛氈苔的黏液皆可抑制酵母菌的發酵，並使用3D列印自製與改良儀器，來量化其抑制酵母菌發酵能力的差異。此抑制能力來自黏液裡的消化酶，發現外腺毛黏液的抑制效果優於內腺毛。利用酵母菌被消化後所釋出成分的模型，將實驗數據逐一歸納出誘發腺毛彎曲的物質是磷酸根、鈉離子、銨根與幾丁質，且以磷酸根為主要物質並會產生彎曲訊息傳遞現象。最後解釋為何寬葉毛氈苔的外腺毛在彎曲過程中會一次折返：不同品種的毛氈苔誘發其腺毛彎曲的物質與所需濃度是有差異的。
