科目,名稱,關鍵詞一,關鍵詞二,關鍵詞三,摘要
動物學科,酒精對蟑螂行為與生理之Hormesis與其他效應的探討,蟑螂,酒精,Hormesis,Hormesis是指不同劑量具相反效應的雙相劑量反應，在藥理學、毒物學和醫學等領域，為革命性的重要概念，使科學界重新檢視劑量效應的性質與相關應用。本研究探討酒精對蟑螂運動行為與生理作用的效應，發現攝入酒精後的蟑螂，於代謝、循環及免疫反應的各項指標出現Hormesis現象，其中耗氧速率與產二氧化碳速率呈現J型，其餘指標則呈現倒U型。我們也發現酒精會使蟑螂的移動範圍及路徑縮小、速度變慢，同時引起以下生理作用：非換氣期拉長，呼吸速率下降；耗氧速率下降，呼吸商上升；心跳率下降，但心搏量增加，心輸出量上升；促進包囊作用及脂肪體觸酶活性，同時步足的反射更加顯著。本研究所測量的各種生理指標中，除了呼吸運動外，酒精引發的各種生理效應與前人所發現之警告費洛蒙的生理效應有相同趨勢，皆出現「低調與供應(Quiet & Supply)」反應，是一種面對危機的預前準備
動物學科,台灣淡水渦蟲捕食蚊幼蟲機制及其黏液探討,渦蟲,蚊幼蟲,黏液蛋白,虎紋三角渦蟲(Girardia tigrina)是台灣本土常見的渦蟲，常用於再生之研究。然而其黏液功能與成分以及捕食蚊幼蟲機制皆尚未清楚。本研究中，從解剖顯微鏡觀察得知渦蟲爬行時分泌的黏液能將蚊幼蟲纏住，且發現渦蟲偏好從蚊幼蟲腹部末端及肛進行攻擊，並於體外行物理機制初步消化後，將蚊幼蟲組織以咽運動產生的負壓吸入體內，再行化學分解。以Congo Red、CBR250 及 PAS 染色，發現渦蟲黏液中具有多醣、蛋白質及醣蛋白，以SDS-PAGE分離渦蟲黏液蛋白後，用銀染法分析發現渦蟲黏液包含多種蛋白質，主要為蛋白質單體15kDa，以蛋白質N端定序及LC MS/MS交叉比對分析得知渦蟲黏液中可能含有titin、calcium-binding protein 等蛋白質，相關實驗還在進行中。我們也發現渦蟲在有無蚊幼蟲環境不影響其黏液蛋白分泌量，然而黏液蛋白成分組成是否有差異，需再繼續研究。本研究結果可能對應用生物防治法抑制病媒蚊有所助益。 
植物學科,利用多元實驗技術從川七莖體生長素的分子結構及成分探討碰觸引發的非對稱性生長 ,川七,有活性的生長素,非對稱性生長,本研究以X光繞射、吸收光譜、拉曼散射、光學顯微影像、氣相層析質譜儀、高效液相層析儀等跨領域多元實驗技術，探討川七生長素由頂芽向植物體輸送過程中生長素活性變化的行為，以及向觸性(thigmotropism)對生長素分子組態的影響。Indole-3-acetic acid (IAA)是植物生長素中最主要，而且是自然生長中含量最豐富的分子。不論是由川七莖萃取的IAA粉末或活體川七莖的實驗結果，我們發現：(1)川七捲曲莖中活性IAA分子在非接觸面的含量明顯高於接觸面者約10%之多；(2)IAA分子在莖部運輸時發生串接成整齊排列的現象，非接觸面IAA的整齊串接個數為接觸面IAA的2.4倍之多；(3)活性IAA由頂芽運輸到捲曲徑非接觸面時僅剩2/3具有活性，而運輸到接觸面時則僅剩1/2具有活性。另外，我們的研究結果也證實了川七的無性繁殖構造-零餘子，其粉末有顯著的抑菌效果。
微生物學科,在酵母菌中被熱休克蛋白90所保護的遺傳變異之探討,熱休克蛋白90,遺傳緩衝,酵母菌,基因型的改變會導致表現型的改變，然而，有一種稱為遺傳緩衝的效應，能隱蔽基因型變異，維持表現型穩定。由於某些遺傳變異不適合生物的原始環境，卻能被保護，使在各種環境中持續演化。從前人的果蠅研究發現，若剔除熱休克蛋白90能夠使其不同遺傳品系間的基因型變異被顯露出來；而在酵母菌的研究中，剔除熱休克蛋白90會增加在環境擾動時的生長差異，因此熱休克蛋白90被認為有參與遺傳緩衝效應。更重要的是，熱休克蛋白家族普遍存在於所有真核生物中。為一窺遺傳緩衝效應機制的原貌，本研究誘發釀酒酵母菌菌種196的突變、增加其基因型的多樣化，並以doxycycline環境及高溫環境營造環境壓力，以降低酵母菌196及其突變株的基因Hsc82之表現量，找出含有因為突變而被熱休克蛋白90所保護的基因的突變株。希望透過找到這些突變株以了解，有哪些基因突變會被熱休克蛋白90所保護，並進而推論人類基因的突變是否也能依循此機制被隱蔽。
微生物學科,迪化汙水處理廠降解雌激素之菌種純化及生理測試,雌激素,迪化汙水處理廠,新鞘氨醇桿菌屬,雌激素為一種環境賀爾蒙，若水生動物長期暴露於其中，即會導致其生理及行為異常。我們企圖從迪化汙水處理廠中純化出能降解雌激素之菌株，希冀了解其雌激素降解機制與生理特性。首先於菌液添加高濃度雌激素（1～2毫莫耳／升）培養以純化菌株，而後測定其16S核糖體核糖核酸序列確認純化出之菌株身分並設計引子，觀察此細菌之生長情形，並進行該菌株之生理測試，包含功能基因定序、代謝產物分析、脂肪酸組成分析、利用其它固醇為碳源之降解測定等。我們純化出一株新鞘氨醇桿菌屬（Novosphingobium）的變形菌，於雌激素濃度 1 毫莫耳／升的環境下能大量生長，確實能降解雌激素並生成代謝產物，具有與Sphingomonas sp. strain KC8 相似之降解雌激素功能基因（oecC）， 且 能降解其他固醇，包含雄烯二酮、膽酸、孕酮和睪酮，然而並不能降解乙炔雌二醇。該菌株具修復受汙染環境及製備雌激素相關藥品之應用潛力。 
生物化學科,利用線蟲模式研究飲食對於神經老化的影響及其分子機制,秀麗隱桿線蟲,飲食,老化,飲食是否影響老化一直是個有趣的議題。秀麗隱桿線蟲有透明體腔、月餘的生命週期，為研究老化的極佳模式生物，和E. coli OP50相比，Comamonas DA1877會加速線蟲生長並縮短壽命。本研究旨在探討DA1877飲食是否造成線蟲早衰及其分子機制。實驗中先確認DA1877加速線蟲生長，並發現食用此飲食的線蟲具有較嚴重的頭部損害且擺尾速度減緩的老化特徵，說明此飲食使線蟲早衰。也採用Pmec-7::mRFP線蟲比較不同飲食下感覺神經老化狀況，更使用aldicarb藥物探討線蟲的癱瘓速率，發現DA1877不僅使線蟲早衰也改變感覺神經型態與運動神經功能。為了探討此現象的分子機制，採用與氧化壓力相關的核心轉錄因子daf-16 基轉種Pdaf-16:DAF-16a/b::GFP比較不同飲食下細胞核螢光顯現量，得知 DA1877使DAF-16入核表現，推測此飲食對線蟲而言為氧化壓力。已知OP50和DA1877在S-adenosyl methionine （SAM）含量上有顯著差異，未來希望以缺乏SAM合成酶之sams-1突變種進行實驗，了解DA1877使線蟲早衰的路徑。 
生物化學科,創新自噬作用調節劑篩選平台與其在阿茲海默症上的應用,自噬作用,天然物,阿茲海默症,腦部中的不正常蛋白質堆積常常是造成神經退化性疾病主要原因之一，細胞自噬作用能夠清除細胞內的不正常蛋白質堆積，幫助神經性退化疾病如阿茲海默症的治療。因此我們期望能找出能促進自噬作用的天然物，以其作為開發阿茲海默症的藥物的基礎。本研究1.利用冷光酶接合自噬作用指標蛋白P62，設計出創新的自噬作用調節劑篩選系統篩。此篩選系統能夠篩選促進自噬作用的天然物，大大提升了自噬作用調節劑的篩選效率。本實驗初步測試了100項天然物，並從中篩選出19項能夠促進自噬作用的天然物。2. 再以西方墨點法測試其中五項天然物在阿茲海默細胞模型上的表現，發現了天然物唐川丁與開普鹼，能夠藉由促進自噬作用降低細胞模型上影響阿茲海默症的蛋白質。未來我們希望能夠了解唐川丁與開普鹼在調控細胞自噬作用中所扮演的角色，幫助阿茲海默症的藥物開發。
醫學與健康科學科,CHST11基因表現量對於肺癌細胞產生上皮間質轉化(EMT)之影響,CHST11,非小細胞肺癌,上皮間質轉化,肺癌的轉移是治療失敗的主因之一，因此了解癌細胞轉移的機制對於治療肺癌極為重要。上皮間質轉化(EMT)是癌細胞轉移的起始，且代謝體異常更是影響肺癌細胞EMT的關鍵，然而相關機制仍不明確。本研究對肺腺癌細胞EMT前後的基因體學資料(GSE49644)，以及臨床上246位肺腺癌病人的EMT狀態(GSE31210)，分析其關聯性以及預後指標意義。根據分析結果，並進一步查閱相關文獻後發現CHST11在癌症中角色極不明確，因此，我們針對CHST11基因進行進一步的研究，探討CHST11表現量與肺癌細胞發生EMT的關係以及其可能機制。 根據實驗結果，本研究發現：一、葡萄胺聚糖生合成路徑與非小細胞肺癌的 EMT高度相關； 二、CHST11- SNAI2路徑可調控肺癌細胞EMT過程； 三、 CHST11可做為肺癌病人的不良預後指標。這些結果或許能幫助我們更了解在肺癌細胞的代謝體異常對於肺癌細胞EMT過程中的作用。 
醫學與健康科學科,探討CHI3L1對M1巨噬細胞極化及其功能之影響,巨噬細胞極化,M1巨噬細胞,CHI3L1,癌症多年來⾼居國⼈⼗⼤死因之⾸，過去研究顯⽰慢性發炎與癌症⽣成密切相關。在發炎反應中巨噬細胞的⾓⾊相當關鍵，但在腫瘤微環境下反⽽幫助腫瘤細胞⽣⾧。CHI3L1廣泛表現在腫瘤組織與發炎相關的疾病，在發炎中可能調控不同的免疫相關細胞。因此我們想探討CHI3L1在腫瘤微環境中的功能，研究CHI3L1是否影響巨噬細胞之極化及其他後續功能。結果證實有CHI3L1存在時，巨噬細胞無法正常表現M1巨噬細胞之特徵基因，且其濃度越⾼，特徵基因表現量就越低。⽽利⽤巨噬細胞抗原呈現試驗也發現CHI3L1會降低M1巨噬細胞的抗原呈現能⼒。綜合以上結果，得知CHI3L1會導致M1巨噬細胞功能缺失。未來將探討CHI3L1如何調控巨噬細胞內的分⼦機轉，並尋找⼩分⼦藥物阻斷CHI3L1的作⽤，期待對腫瘤合併治療有所幫助。 
醫學與健康科學科,味噌萃取物Soyasaponin I 抑制肺癌細胞轉移並且減少細胞激素分泌及抑制惡體質進展 ,Soyasaponin I,肺癌,細胞自噬,研究指出Soyasaponin I 是味噌中的一種成分，其效果可以抗發炎，因此，本實驗想使用Soyasaponin I 探討其是否能應用於肺癌治療，及其對肺癌的轉移及癌症引起惡體質影響。   方式:使用肺癌細胞A549和H1299及正常的肺細胞HEL299進行WST-8試驗，測試Soyasaponin I 對三種細胞的存活率影響，用螢光試驗及免疫染色確認死亡方式，用Western blot及免疫螢光染色測試Soyasaponin I 對p-NF-κB入核的效果，進行boyden chamber模型測試Soyasaponin I 對於A549和H1299的侵犯速度的作用，並使用ELISA測出癌症引起惡體質的細胞分泌的IL-6細胞激素濃度。為了研究Soyasaponin I對於cachexia (惡體質)的影響，我們以人類脂肪組織利用原始培養出脂肪細胞，加入Soyasaponin I於脂肪細胞，以免疫染色研究。   成果:在細胞存活實驗發現高濃度Soyasaponin I 的濃度以細胞自噬引發癌細胞死亡，且不傷害正常肺部細胞，另外低濃度的Soyasaponin I 則使兩種肺癌細胞的突觸皆縮短及細胞變圓形；用Western blotting 證明Soyasaponin I 治療後mesenchymal的標記 (N-cadherin)明顯減少，而epithelial 的標記 (E-cadherin)明顯增加，接著在boyden chamber模型發現Soyasaponin I 會引發肺癌細胞發生間質-上皮細胞轉型，轉換成爬行較慢的上皮細胞型細胞; Soyasaponin I 減少肺癌細胞IL-6的分泌，抑制發炎。用免疫組織染色證明Soyasaponin I 治療後，原始培養脂肪細胞的惡體質標記 (UCP-1)明顯減少，減少棕色脂肪細胞形成，減少能量消耗及惡體質發生
工程學科,電動汽車球形感應輪電機的設計與實現,球形感應電機,電動汽車,自動駕駛汽車,本研究提出以「球型感應馬達(Spherical Induction Motor) 」直接作為電動車球型輪胎的想法。四顆球型輪胎以三軸自由度旋轉的方式，將提供電動車更高的靈活性。 本研究聚焦在「球形感應馬達」原型機的開發。透過四個方法：等效電路理論、有限元素分析、實作與實驗，研究了球型感應馬達的四個面向：電機設計、電機實作、電機驅動與電機控制。以電機設計、電機實作證明了構想的可行性，並在建立了球型感應馬達完整的電機機械理論後，進行了電機驅動與電機控制。 最後，本研究實作出一架可運轉的球形感應馬達，並在建立完整的馬達數學模型後，以V/F控制法完成轉速與轉向的開迴路控制。本研究希望這部球型感應馬達，未來將能應用在以球型輪胎為動力裝置的電動載具上。
工程學科,震盪效應─輕微腦震盪警示系統的研究與實現,輕微腦震盪,頭部傷害指數,加速度感應器,"本研究主要針對造成輕微腦震盪 (Mild Traumatic Brian Injury, mTBI) 的現象及其物理量進行研究，以封閉式頭部工程旋轉加速度的撞擊模型 (Closed Head Impact Model of Engineered Rotational Acceleration, CHIMERA) 為基礎，結合目前常用於頭部碰撞量測的腦部受傷標準 (Head Injury Criterion, HIC)，實現一套由加速度感應器和微處理機組成的可穿戴式輕微腦震盪警示系統。本研究利用此警示系統進行舞蹈和刺激性遊樂設施的實測，探討生活中容易被忽視卻對腦部造成傷害之危險動作。而研究中更提出多重衝擊模擬器的實現方法，此模擬器改善CHIMERA 僅單次撞擊工程問題，並結合特徵檢測 (Feature Clarification) 及互相關 (Cross-Correlation) 的定性分析，提供更多元且更符合真實情況的資料，以達到輕微腦震盪警示之功用。最後再根據實驗結果提出警訊，以降低在日常生活中輕微腦震盪發生率。 "
工程學科,對弈機器人運用於預防及延緩失智症之研究,人機對弈,人工智慧,失智照護,本研究目標在於改良對弈機械人及分析長期對弈資訊，運用於早期老人失智症之預防。據文獻及詢問專家後得知對弈遊戲具有預防失智症狀的功效，而研究中的對弈機器人以大腦功能狀態評估（JOMAC）為研究方向，研究資料分析如「玩家思考時間、對弈棄局次數、下錯頻率」等資訊並設計檢測橋段等機制以符合評估項目達到預防提醒之目的。對弈人工智慧，針對玩家棋力會自動調整機器人的棋力。採用UCT演算法，透過搜尋模擬能計算出各點落子勝率，藉由選擇較高或較低勝率的落子點，使人工智慧棋力與使用者旗鼓相當，保持使用者遊戲體驗及強化思考使失智症狀得以延緩。此外運用類神經網路改良影像自動校正，利用學習的方式解決不穩定環境光下誤判過多的問題，且提高校正速度，使對弈過程更加穩定。
工程學科,以陽極處理法探討二氧化鈦奈米管之最佳製備參數及應用發展,二氧化鈦奈米管,陽極處理法,降解,在本實驗中，以穩流增壓陽極處理法生長二氧化鈦奈米管，找出最佳生長奈米管之電壓與電流，經退火形成的銳鈦礦相能有效進行降解。本方法最佳生長二氧化鈦奈米管參數及降解亞甲基藍之條件為：氟化銨0.6 wt%、水量2 mL和兩小時的陽極處理反應時間。結果顯示，此參數下降解亞甲基藍在60 min內已超過50% ，甚至在90 min 可達近100% ，降解的效果極佳，而實驗中的鈦片只有20 x 20 mm2大小，未來發展空間相當大。最後以奈米銀處理後在可見光下有良好的降解效果。本研究三大優點：(1)製作奈米管以穩流增壓陽極處理法能得到較佳的二氧化鈦奈米管，並能有效進行降解。(2)不需複雜的試劑或過程，符合綠色環保。(3)可進行表面光敏劑(奈米銀)的塗覆，在紫外線及可見光下均有更佳的降解效果。(4)屬於固態表面催化，操作簡單易回收且重覆使用性高。
工程學科,便攜式節能PM2.5淨化器之研究,PM2.5,細懸浮微粒,Arduino,本次研究中，我使用Arduino單晶片微控制板自製了細懸浮微粒偵測器，用來測量PM2.5的穿透率，以達量化懸浮微粒的效果，實驗中發現，使用摩擦起電的方式因為電場太小無法有效吸附懸浮微粒，接著使用平行電網，發現吸附能力與電壓與總表面積有關，因而改採電纖維通以高壓電的方式進行濾淨，其吸附率約達52%。在整個實驗中我使用Arduino單晶片微控制板控制數據的擷取、分析，與節電系統的調控，做出了一個兼具輕便、低成本、與節電環保的懸浮微粒清淨器。
工程學科,風力罩得住酷旋發電機,風力扇葉導流罩,磁浮軸承,發電機,本研究共設計十二個實驗，探討垂直型風力發電機如何將各方吹來的風充分利用，首先設計能減少風力扇葉轉軸轉動摩擦力的軸承，接著製作導流罩以收集所有吹進來的風並提高磁動生電的轉換效率。我們製作的風力發電機將來自四面多的集風特性，輸出電壓可達30V八方的自然風有效利用，具積少成以上，並能針對鋰電池充電，發揮以時間換取空間的特殊功能，且因為體積小，非常適合於臺灣地狹人稠而且風力不強的環境。我們將自製的發電機實際應用在學校走廊、樓梯間以及樓頂進行發電，可以提供夜間照明，達到自給自足的綠色能源目標。
行為與社會科學科,文化智商、個人因素與國際地理知識之關係探討,國際地理知識,文化智商,人格開放性,本研究的目的為探討文化智商(CQ)、個人因素與國際地理知識之間的關係。本研究以便利抽樣的方式選取台灣北部、中部、南部的三所普通高中的學生為研究樣本發放紙本問卷，期間為1個月，共發放402份紙本問卷，回收的有效問卷數為364份，問卷回收率為 90.5%。資料以描述性分析、差異分析、相關分析和迴歸分析進行變數之間的關係探討。研究結果顯示：經過差異分析，我們得知文化智商、國際地理知識並不會因性別不同而有差異；同時也得知，國際地理知識會因個人文化智商分數的高低而有不同。而經過相關分析可以得出，國際地理知識與自評英文能力、人格開放性、文化智商、日常習慣呈正相關。最後，經由迴歸分析後可以了解到文化智商對國際地理知識有正向影響，同時人格開放性對國際地理知識也具有正向關係。最後，本文提供研究討論、結論、與研究限制以供讀者參考。
物理與天文學科,論平行電板間肥皂泡之變形現象,肥皂泡,平行電板,電場,觀察肥皂泡置於平行電板中時產生變形，本研究探討此現象並提出相關解釋。經由實驗發現肥皂泡在電場下的形狀是橢球的一部份；肥皂泡在施加電場前後的高度比與寬度比是兩電極板間電壓的二次曲線，且離心率與電壓成正比關係。透過觀察肥皂膜的光學性質、分析皂膜受力以推測其電學特性，確定系統之電荷與電位分布，進而提出理論模型計算系統能量，解釋平行電板間肥皂泡之變形現象。
物理與天文學科,圓網結構之振盪模態影像分析,圓網結構,模組振盪,影像分析,本次實驗探討網面結構不同所造成的振盪模態差異、振動頻率對網面結構振盪的模態差異。 本研究發現，蜘蛛網面的中央絲結構會直接影響到整個網面結構的振盪方式，以及能量散布的情形，希望藉由模態分析進行二維網面的討論。 當初想了解蜘蛛網結構對於分散衝擊力道的影響，為了簡化實驗變因而使用釣魚線進行模擬，所以設計出二維網面結構來模擬蜘蛛網面，並且改良過去的測量方式及振盪方法，加以探討二維網面結構，希望可以利用在生活中的相似抗震結構上。 實驗將觀察整片圓網結構在振盪下的模態能量散步以及傳遞方向趨勢，繪製出等振盪強度圖協助了解振動的分布，實驗結果指出蜘蛛網面的中央絲結構可以減緩振盪，這也是本次研究之後需要更進一步探討中央絲結構以及對能量傳遞的影響。
物理與天文學科,介面活性劑對電流變現象的影響,電流變液,介面活性劑,介面活性劑橋理論,本研究在探討介面活性劑對二氧化矽電流變液在外加電場下黏度的影響。主要是用沉降法測試溶液的黏度。經甘油以及90%甘油水黏度的測量後，確定此方法可行。 測量二氧化矽電流變液的黏度後，發現黏度和電場的平方成正比。在電流變液中加入不同體積的介面活性劑triton X-100，發現介面活性劑體積百分濃度為3.75%、二氧化矽體積百分濃度20%和介面活性劑體積百分濃度為1.875%、二氧化矽體積百分濃度10%的流變效果最佳。研讀介面活性劑橋理論後，我推測造成上述差異是介於兩二氧化矽粒子間介面活性劑的量。當介面和法向量的夾角接近90度時其作用力為最大；而介面活性劑的量稍微多或少時，因為角度的改變，使其作用力減少而黏度減少。觀察電流變液中氧化鐵粒子在低電壓和高電壓的運動，發現粒徑較大的粒子在高電壓下無法運動，推測為高電場下鍊與鍊之間距離縮小造成。 
